image_filename,mask_filename,prompt
00016_jpg.rf.450188d8a86f40e6cae1598fb392ec83.jpg,00016_jpg.rf.450188d8a86f40e6cae1598fb392ec83_mask.png,segment crack
00016_jpg.rf.4821ea9f56a7af2d3f68771967ef7671.jpg,00016_jpg.rf.4821ea9f56a7af2d3f68771967ef7671_mask.png,segment crack
00016_jpg.rf.8a0c7c72c25e1e61c6aef1b440282c1c.jpg,00016_jpg.rf.8a0c7c72c25e1e61c6aef1b440282c1c_mask.png,segment crack
00016_jpg.rf.d605ace0cda2795195d9fa91a5c0f1da.jpg,00016_jpg.rf.d605ace0cda2795195d9fa91a5c0f1da_mask.png,segment crack
00016_jpg.rf.d688e60f9bc6e7f2118a96dd38715c9d.jpg,00016_jpg.rf.d688e60f9bc6e7f2118a96dd38715c9d_mask.png,segment crack
00016_jpg.rf.f7131ed1310585ddfaa5736a16e4162a.jpg,00016_jpg.rf.f7131ed1310585ddfaa5736a16e4162a_mask.png,segment crack
00017_jpg.rf.04621213dd0fdee504b4b72735966515.jpg,00017_jpg.rf.04621213dd0fdee504b4b72735966515_mask.png,segment crack
00017_jpg.rf.3d0a92223e47869ee6d5fb97eb19660e.jpg,00017_jpg.rf.3d0a92223e47869ee6d5fb97eb19660e_mask.png,segment crack
00017_jpg.rf.458e3f7b56988389c0f2b7bc46a222d2.jpg,00017_jpg.rf.458e3f7b56988389c0f2b7bc46a222d2_mask.png,segment crack
00017_jpg.rf.5768c665df18700e5fafc87c5289a121.jpg,00017_jpg.rf.5768c665df18700e5fafc87c5289a121_mask.png,segment crack
00017_jpg.rf.755bc77247ab4a55f109000990225b3b.jpg,00017_jpg.rf.755bc77247ab4a55f109000990225b3b_mask.png,segment crack
00017_jpg.rf.78c29159637bdf0f220fba502be63688.jpg,00017_jpg.rf.78c29159637bdf0f220fba502be63688_mask.png,segment crack
00017_jpg.rf.95d9ad030482f46e67b830c8ac9c5b8b.jpg,00017_jpg.rf.95d9ad030482f46e67b830c8ac9c5b8b_mask.png,segment crack
00017_jpg.rf.b28a171564ef6ed2f26d2333a55ef201.jpg,00017_jpg.rf.b28a171564ef6ed2f26d2333a55ef201_mask.png,segment crack
00017_jpg.rf.c976d7d1b0f010d12988e301cf18e12d.jpg,00017_jpg.rf.c976d7d1b0f010d12988e301cf18e12d_mask.png,segment crack
00018_jpg.rf.5e80b6b531746f5b3c58d2c0900d4073.jpg,00018_jpg.rf.5e80b6b531746f5b3c58d2c0900d4073_mask.png,segment crack
00018_jpg.rf.c92b19c0cf87acfeebd2b9ec4900f476.jpg,00018_jpg.rf.c92b19c0cf87acfeebd2b9ec4900f476_mask.png,segment crack
00018_jpg.rf.ed1e2376d7ff1cc8764fd44033c468bf.jpg,00018_jpg.rf.ed1e2376d7ff1cc8764fd44033c468bf_mask.png,segment crack
00019_jpg.rf.02218e9b98caabebd6cabfdab42cd93c.jpg,00019_jpg.rf.02218e9b98caabebd6cabfdab42cd93c_mask.png,segment crack
00019_jpg.rf.16311cce80659be34b9f9bca3f13c42e.jpg,00019_jpg.rf.16311cce80659be34b9f9bca3f13c42e_mask.png,segment crack
00019_jpg.rf.17fe56b304ca296b9364b8806d54e1dc.jpg,00019_jpg.rf.17fe56b304ca296b9364b8806d54e1dc_mask.png,segment crack
00019_jpg.rf.18bf8a95fbbe00705578d594c0774382.jpg,00019_jpg.rf.18bf8a95fbbe00705578d594c0774382_mask.png,segment crack
00019_jpg.rf.36ffceb79635479da323c4e58f34a635.jpg,00019_jpg.rf.36ffceb79635479da323c4e58f34a635_mask.png,segment crack
00019_jpg.rf.4de414e33bc5220dcc715417faab3a19.jpg,00019_jpg.rf.4de414e33bc5220dcc715417faab3a19_mask.png,segment crack
00019_jpg.rf.4df80f8cafd6545ce56b39caba6cfb1e.jpg,00019_jpg.rf.4df80f8cafd6545ce56b39caba6cfb1e_mask.png,segment crack
00019_jpg.rf.614355ce5307364aec58b6a7c9d7d78a.jpg,00019_jpg.rf.614355ce5307364aec58b6a7c9d7d78a_mask.png,segment crack
00019_jpg.rf.8ca5969f161437d547e1fb8a1ddd74fe.jpg,00019_jpg.rf.8ca5969f161437d547e1fb8a1ddd74fe_mask.png,segment crack
00021_jpg.rf.35982b9bf041e74997e81c276a6916c0.jpg,00021_jpg.rf.35982b9bf041e74997e81c276a6916c0_mask.png,segment crack
00021_jpg.rf.433a006a0b9c183ff2a881fb326a0549.jpg,00021_jpg.rf.433a006a0b9c183ff2a881fb326a0549_mask.png,segment crack
00021_jpg.rf.50373c1460db004d01e350258aa53f74.jpg,00021_jpg.rf.50373c1460db004d01e350258aa53f74_mask.png,segment crack
00021_jpg.rf.a51ae045fcdc064d775b51dea4c26d70.jpg,00021_jpg.rf.a51ae045fcdc064d775b51dea4c26d70_mask.png,segment crack
00021_jpg.rf.af9c6d985025d3a6aacbb8662d9baeb9.jpg,00021_jpg.rf.af9c6d985025d3a6aacbb8662d9baeb9_mask.png,segment crack
00021_jpg.rf.c0f2feebfd9e0fd5b2bcc200cd246f52.jpg,00021_jpg.rf.c0f2feebfd9e0fd5b2bcc200cd246f52_mask.png,segment crack
00021_jpg.rf.c7377939b1eff87cb7e481ecf469e6ed.jpg,00021_jpg.rf.c7377939b1eff87cb7e481ecf469e6ed_mask.png,segment crack
00021_jpg.rf.cdb1cb22aef2a90b84c3613325733cdd.jpg,00021_jpg.rf.cdb1cb22aef2a90b84c3613325733cdd_mask.png,segment crack
00021_jpg.rf.e8dedcd923e9f2549db1e0a31ba05232.jpg,00021_jpg.rf.e8dedcd923e9f2549db1e0a31ba05232_mask.png,segment crack
00022_jpg.rf.02299c94d8b2677b4e5d263ba3d56aec.jpg,00022_jpg.rf.02299c94d8b2677b4e5d263ba3d56aec_mask.png,segment crack
00022_jpg.rf.269a4377056f1dce1efa9e1b5a457a82.jpg,00022_jpg.rf.269a4377056f1dce1efa9e1b5a457a82_mask.png,segment crack
00022_jpg.rf.3503b5d13ba7cd5c0ed345217791d937.jpg,00022_jpg.rf.3503b5d13ba7cd5c0ed345217791d937_mask.png,segment crack
00022_jpg.rf.4a1350b3dba7071eaf9b7ad60e2c384e.jpg,00022_jpg.rf.4a1350b3dba7071eaf9b7ad60e2c384e_mask.png,segment crack
00022_jpg.rf.51f04f232e5819a8262126734562da3a.jpg,00022_jpg.rf.51f04f232e5819a8262126734562da3a_mask.png,segment crack
00022_jpg.rf.8578837920318bf21e8ce5d5755ecfac.jpg,00022_jpg.rf.8578837920318bf21e8ce5d5755ecfac_mask.png,segment crack
00022_jpg.rf.9b60c1467596779738b4d87dc37972a8.jpg,00022_jpg.rf.9b60c1467596779738b4d87dc37972a8_mask.png,segment crack
00022_jpg.rf.ae3e2cb3d192029eda9c9ca871c54dcd.jpg,00022_jpg.rf.ae3e2cb3d192029eda9c9ca871c54dcd_mask.png,segment crack
00022_jpg.rf.b449d35b806cfb8bf7cc6823480cae72.jpg,00022_jpg.rf.b449d35b806cfb8bf7cc6823480cae72_mask.png,segment crack
00026_jpg.rf.38e9aae176c6034cfed3478bf22880a8.jpg,00026_jpg.rf.38e9aae176c6034cfed3478bf22880a8_mask.png,segment crack
00026_jpg.rf.e241c77259af3733d96b39e70a38cc52.jpg,00026_jpg.rf.e241c77259af3733d96b39e70a38cc52_mask.png,segment crack
00027_jpg.rf.34b2b9f3cf40962355c67009e23be6a5.jpg,00027_jpg.rf.34b2b9f3cf40962355c67009e23be6a5_mask.png,segment crack
00027_jpg.rf.3c796f2e1c58826a7ea35352022fd332.jpg,00027_jpg.rf.3c796f2e1c58826a7ea35352022fd332_mask.png,segment crack
00027_jpg.rf.3e1142c9d7ee6d36df18174a538bb849.jpg,00027_jpg.rf.3e1142c9d7ee6d36df18174a538bb849_mask.png,segment crack
00027_jpg.rf.4257ebdd02c57b0ae2a05004133e4e2d.jpg,00027_jpg.rf.4257ebdd02c57b0ae2a05004133e4e2d_mask.png,segment crack
00027_jpg.rf.4b0a865328d0057f405d9a64855de90c.jpg,00027_jpg.rf.4b0a865328d0057f405d9a64855de90c_mask.png,segment crack
00027_jpg.rf.59d65ced5f312cb5649c47d05f986778.jpg,00027_jpg.rf.59d65ced5f312cb5649c47d05f986778_mask.png,segment crack
00027_jpg.rf.d18a57840d8d1f82cc801722a414c8f9.jpg,00027_jpg.rf.d18a57840d8d1f82cc801722a414c8f9_mask.png,segment crack
00027_jpg.rf.e97c10aaec9aa72bc8dc84c375dc1537.jpg,00027_jpg.rf.e97c10aaec9aa72bc8dc84c375dc1537_mask.png,segment crack
00028_jpg.rf.0d50da9f38d3c1e2bc9e0682b012e7e3.jpg,00028_jpg.rf.0d50da9f38d3c1e2bc9e0682b012e7e3_mask.png,segment crack
00028_jpg.rf.bc88baa2e90d29f1631ab58f53579ddc.jpg,00028_jpg.rf.bc88baa2e90d29f1631ab58f53579ddc_mask.png,segment crack
00028_jpg.rf.cb325a082ea7d311b81bfce3e1fcf201.jpg,00028_jpg.rf.cb325a082ea7d311b81bfce3e1fcf201_mask.png,segment crack
00029_jpg.rf.3b13cadcc8aea52c98adb73004783d89.jpg,00029_jpg.rf.3b13cadcc8aea52c98adb73004783d89_mask.png,segment crack
00029_jpg.rf.69e5b7caf3309af68e5f3a2db9182263.jpg,00029_jpg.rf.69e5b7caf3309af68e5f3a2db9182263_mask.png,segment crack
00029_jpg.rf.f8dec38e53816763c80611b71e7f6360.jpg,00029_jpg.rf.f8dec38e53816763c80611b71e7f6360_mask.png,segment crack
00031_jpg.rf.55e3e37a12f92bb1d1e418a32bbc6c9e.jpg,00031_jpg.rf.55e3e37a12f92bb1d1e418a32bbc6c9e_mask.png,segment crack
00031_jpg.rf.570bbca622f7f771ae27ee721fb3d6ea.jpg,00031_jpg.rf.570bbca622f7f771ae27ee721fb3d6ea_mask.png,segment crack
00031_jpg.rf.b506718b7df9dc2c25fd6deef5aa0124.jpg,00031_jpg.rf.b506718b7df9dc2c25fd6deef5aa0124_mask.png,segment crack
00032_jpg.rf.09e2c7a5989b88c11cf4a9b47cd491d4.jpg,00032_jpg.rf.09e2c7a5989b88c11cf4a9b47cd491d4_mask.png,segment crack
00032_jpg.rf.0a9807df7ffa80eac3e5ed62638edd0a.jpg,00032_jpg.rf.0a9807df7ffa80eac3e5ed62638edd0a_mask.png,segment crack
00032_jpg.rf.6f87b944d77c605ae402bb5ebae4bebd.jpg,00032_jpg.rf.6f87b944d77c605ae402bb5ebae4bebd_mask.png,segment crack
00032_jpg.rf.8d9652f37135be069dcf84f9762a1a2b.jpg,00032_jpg.rf.8d9652f37135be069dcf84f9762a1a2b_mask.png,segment crack
00032_jpg.rf.aa210f9eadf8100497462f646f6820a7.jpg,00032_jpg.rf.aa210f9eadf8100497462f646f6820a7_mask.png,segment crack
00032_jpg.rf.bb8f35608b688c30367eb5e3f2ec9a65.jpg,00032_jpg.rf.bb8f35608b688c30367eb5e3f2ec9a65_mask.png,segment crack
00032_jpg.rf.c555d4e9733559cab382d5fc22cb5a0e.jpg,00032_jpg.rf.c555d4e9733559cab382d5fc22cb5a0e_mask.png,segment crack
00032_jpg.rf.cda909f8ecdd5f2e52cb2ecdd20acf70.jpg,00032_jpg.rf.cda909f8ecdd5f2e52cb2ecdd20acf70_mask.png,segment crack
00032_jpg.rf.f8bf6decd74acfc8c6034894c12c59a6.jpg,00032_jpg.rf.f8bf6decd74acfc8c6034894c12c59a6_mask.png,segment crack
00033_jpg.rf.03f6e7b52c9a166d4b28f750d8102ff0.jpg,00033_jpg.rf.03f6e7b52c9a166d4b28f750d8102ff0_mask.png,segment crack
00033_jpg.rf.28a6222f17775aad96bd4deec76ab717.jpg,00033_jpg.rf.28a6222f17775aad96bd4deec76ab717_mask.png,segment crack
00033_jpg.rf.3baf18d6b6d79aa0b4d30e9cd2d41e37.jpg,00033_jpg.rf.3baf18d6b6d79aa0b4d30e9cd2d41e37_mask.png,segment crack
00033_jpg.rf.4b81c1ff4cf9412f0448affb6f817ebc.jpg,00033_jpg.rf.4b81c1ff4cf9412f0448affb6f817ebc_mask.png,segment crack
00033_jpg.rf.515b284a249c1c8f95303828696cb04d.jpg,00033_jpg.rf.515b284a249c1c8f95303828696cb04d_mask.png,segment crack
00033_jpg.rf.5249ea0251e8bc61b593b6f1ec0cf09f.jpg,00033_jpg.rf.5249ea0251e8bc61b593b6f1ec0cf09f_mask.png,segment crack
00033_jpg.rf.7e1fe08fd2d6a77a048e27810d9c9a8b.jpg,00033_jpg.rf.7e1fe08fd2d6a77a048e27810d9c9a8b_mask.png,segment crack
00033_jpg.rf.9b02e672cca8d3584297812931f58e43.jpg,00033_jpg.rf.9b02e672cca8d3584297812931f58e43_mask.png,segment crack
00033_jpg.rf.ccbe48ba48e1662210a17c87c7e6e3b3.jpg,00033_jpg.rf.ccbe48ba48e1662210a17c87c7e6e3b3_mask.png,segment crack
00038_jpg.rf.086bbf6ae4f49e74c86e49c216baec19.jpg,00038_jpg.rf.086bbf6ae4f49e74c86e49c216baec19_mask.png,segment crack
00038_jpg.rf.4447508df2323e32817f278f3cefa769.jpg,00038_jpg.rf.4447508df2323e32817f278f3cefa769_mask.png,segment crack
00038_jpg.rf.5b09b84a2f081cd32bee6eb2b1efc30f.jpg,00038_jpg.rf.5b09b84a2f081cd32bee6eb2b1efc30f_mask.png,segment crack
00038_jpg.rf.87d8889fa337081b45e2880b79b3f7c6.jpg,00038_jpg.rf.87d8889fa337081b45e2880b79b3f7c6_mask.png,segment crack
00038_jpg.rf.907705c68a1eb4eb9029b4e7d9996f6c.jpg,00038_jpg.rf.907705c68a1eb4eb9029b4e7d9996f6c_mask.png,segment crack
00038_jpg.rf.a3c6f2371802f228ad9af7940984f099.jpg,00038_jpg.rf.a3c6f2371802f228ad9af7940984f099_mask.png,segment crack
00038_jpg.rf.bb8fdd2ee2f95d3ea68b03208af3dbed.jpg,00038_jpg.rf.bb8fdd2ee2f95d3ea68b03208af3dbed_mask.png,segment crack
00038_jpg.rf.c73fde7b3525cc61aea5b93f19b7453b.jpg,00038_jpg.rf.c73fde7b3525cc61aea5b93f19b7453b_mask.png,segment crack
00039_jpg.rf.0d351e515569a5bd15d89bb858f23756.jpg,00039_jpg.rf.0d351e515569a5bd15d89bb858f23756_mask.png,segment crack
00039_jpg.rf.26c9910d4d79b3f034118b4db255d1b1.jpg,00039_jpg.rf.26c9910d4d79b3f034118b4db255d1b1_mask.png,segment crack
00039_jpg.rf.43e319fca9cf45b3fa2280a95e680dae.jpg,00039_jpg.rf.43e319fca9cf45b3fa2280a95e680dae_mask.png,segment crack
00039_jpg.rf.7bc7f5ccf6fba2ef9fdd35af97c8c5d9.jpg,00039_jpg.rf.7bc7f5ccf6fba2ef9fdd35af97c8c5d9_mask.png,segment crack
00039_jpg.rf.bb7cd7bbd3bb45fcc014b371514a3d29.jpg,00039_jpg.rf.bb7cd7bbd3bb45fcc014b371514a3d29_mask.png,segment crack
00039_jpg.rf.c045409a6910dec0a7220e878be4d3af.jpg,00039_jpg.rf.c045409a6910dec0a7220e878be4d3af_mask.png,segment crack
00039_jpg.rf.e7e0b4df93e618178abe60e91ac7672e.jpg,00039_jpg.rf.e7e0b4df93e618178abe60e91ac7672e_mask.png,segment crack
00039_jpg.rf.fd2b7edb04c6af9b6e278c9070599d53.jpg,00039_jpg.rf.fd2b7edb04c6af9b6e278c9070599d53_mask.png,segment crack
00040_jpg.rf.1772794b2b5e62bd0e1c75152b69f4df.jpg,00040_jpg.rf.1772794b2b5e62bd0e1c75152b69f4df_mask.png,segment crack
00040_jpg.rf.34e1ccd0787964a7056ea57178ca1ac3.jpg,00040_jpg.rf.34e1ccd0787964a7056ea57178ca1ac3_mask.png,segment crack
00040_jpg.rf.46671bde16255d6c9d0c5b511dc0e30c.jpg,00040_jpg.rf.46671bde16255d6c9d0c5b511dc0e30c_mask.png,segment crack
00040_jpg.rf.5b4c61182f904c4e8d715893b4de5ca8.jpg,00040_jpg.rf.5b4c61182f904c4e8d715893b4de5ca8_mask.png,segment crack
00040_jpg.rf.7324924e15364bcfa44f300d0acceb44.jpg,00040_jpg.rf.7324924e15364bcfa44f300d0acceb44_mask.png,segment crack
00040_jpg.rf.74eb531f04e45d20eb7a73a075cfce86.jpg,00040_jpg.rf.74eb531f04e45d20eb7a73a075cfce86_mask.png,segment crack
00040_jpg.rf.a1893088933bb6978a19e9f4ce2a1135.jpg,00040_jpg.rf.a1893088933bb6978a19e9f4ce2a1135_mask.png,segment crack
00040_jpg.rf.b2554bccd2a7670ecd2492f2d5c2b208.jpg,00040_jpg.rf.b2554bccd2a7670ecd2492f2d5c2b208_mask.png,segment crack
00040_jpg.rf.bb47f33e1b2f3b3f554106c8a3fb1545.jpg,00040_jpg.rf.bb47f33e1b2f3b3f554106c8a3fb1545_mask.png,segment crack
00041_jpg.rf.1a074ab4d624ded8ad5f728de7c15d51.jpg,00041_jpg.rf.1a074ab4d624ded8ad5f728de7c15d51_mask.png,segment crack
00041_jpg.rf.2bc3c75db0d0f523d204fd29f4884c53.jpg,00041_jpg.rf.2bc3c75db0d0f523d204fd29f4884c53_mask.png,segment crack
00041_jpg.rf.2e2b0bada484dee3d2c8a440a02053d8.jpg,00041_jpg.rf.2e2b0bada484dee3d2c8a440a02053d8_mask.png,segment crack
00041_jpg.rf.376ba431bf1035891f65a9403f4f3f06.jpg,00041_jpg.rf.376ba431bf1035891f65a9403f4f3f06_mask.png,segment crack
00041_jpg.rf.4b83e34fc50167bbcb9671212a7ff8a6.jpg,00041_jpg.rf.4b83e34fc50167bbcb9671212a7ff8a6_mask.png,segment crack
00041_jpg.rf.5871a89b5fe43a5dbdf82c0b2f258a6a.jpg,00041_jpg.rf.5871a89b5fe43a5dbdf82c0b2f258a6a_mask.png,segment crack
00041_jpg.rf.5d81e60d3ced8ca7859a06bef5cde772.jpg,00041_jpg.rf.5d81e60d3ced8ca7859a06bef5cde772_mask.png,segment crack
00041_jpg.rf.e5a2cc61d787f9844eb3d919b1d46458.jpg,00041_jpg.rf.e5a2cc61d787f9844eb3d919b1d46458_mask.png,segment crack
00046_jpg.rf.164c4a651e11b03c96a02632899d0bd9.jpg,00046_jpg.rf.164c4a651e11b03c96a02632899d0bd9_mask.png,segment crack
00046_jpg.rf.1cd12854919da8ab7b8ed058896cc6f2.jpg,00046_jpg.rf.1cd12854919da8ab7b8ed058896cc6f2_mask.png,segment crack
00046_jpg.rf.3fd8e8f08184ffd6bfa00b9fd44a7585.jpg,00046_jpg.rf.3fd8e8f08184ffd6bfa00b9fd44a7585_mask.png,segment crack
00046_jpg.rf.59a293fa97d5c6c494c4136c6f1db7f2.jpg,00046_jpg.rf.59a293fa97d5c6c494c4136c6f1db7f2_mask.png,segment crack
00046_jpg.rf.8ee95f12121ad566dd83da184fff268d.jpg,00046_jpg.rf.8ee95f12121ad566dd83da184fff268d_mask.png,segment crack
00046_jpg.rf.94aff0f1e2f7a0ab84d9ab1776d2fc7e.jpg,00046_jpg.rf.94aff0f1e2f7a0ab84d9ab1776d2fc7e_mask.png,segment crack
00046_jpg.rf.a4432444e0747d960795ebcb5705ed6a.jpg,00046_jpg.rf.a4432444e0747d960795ebcb5705ed6a_mask.png,segment crack
00046_jpg.rf.c9326067a3d4f998fcc1263795536827.jpg,00046_jpg.rf.c9326067a3d4f998fcc1263795536827_mask.png,segment crack
00046_jpg.rf.ebd7bf4b8a0649d46faefe381692126f.jpg,00046_jpg.rf.ebd7bf4b8a0649d46faefe381692126f_mask.png,segment crack
00047_jpg.rf.3474767060c30620a42ed9d4dbb696e3.jpg,00047_jpg.rf.3474767060c30620a42ed9d4dbb696e3_mask.png,segment crack
00047_jpg.rf.964862330ec5806ae749dcd33de5fc33.jpg,00047_jpg.rf.964862330ec5806ae749dcd33de5fc33_mask.png,segment crack
00047_jpg.rf.9b4ea4b11d09cab69ce54a49648e2524.jpg,00047_jpg.rf.9b4ea4b11d09cab69ce54a49648e2524_mask.png,segment crack
00048_jpg.rf.16ca267ecd2a09457de918916ee702d1.jpg,00048_jpg.rf.16ca267ecd2a09457de918916ee702d1_mask.png,segment crack
00048_jpg.rf.54e4f180bc981fe4f38bb0687b01a760.jpg,00048_jpg.rf.54e4f180bc981fe4f38bb0687b01a760_mask.png,segment crack
00048_jpg.rf.5de4d04b824ef678929879d072903634.jpg,00048_jpg.rf.5de4d04b824ef678929879d072903634_mask.png,segment crack
00048_jpg.rf.6d31c4c1a30ef23397e1126b79e5a4d9.jpg,00048_jpg.rf.6d31c4c1a30ef23397e1126b79e5a4d9_mask.png,segment crack
00048_jpg.rf.92f6c255a724118687e86d6fb4680e48.jpg,00048_jpg.rf.92f6c255a724118687e86d6fb4680e48_mask.png,segment crack
00048_jpg.rf.cb310e296145a86df0290b49a1f70ed6.jpg,00048_jpg.rf.cb310e296145a86df0290b49a1f70ed6_mask.png,segment crack
